"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 08 11:00:28 IST 2023","Fri Sep 08 11:00:40 IST 2023","12178","","Test_01_Login","TestLogin","","","test_LoginUnsuccessful_2___frugal_latido_com_np____Test_1823__","Login Unsuccessfully"
"passed","Fri Sep 08 13:49:59 IST 2023","Fri Sep 08 13:50:39 IST 2023","39370","","Test_09_MemberManagement","TestMemberManagement","","","test_05_login_newMember_3___UserTest_99____Factory_Manager____user_logintest_auto99___9800000035___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Sep 08 14:55:32 IST 2023","Fri Sep 08 14:56:44 IST 2023","71806","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_3___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg____Leather_Management_19____LT_MG_19____This_is_from_an_automated_Script___for_Leather___19___1__None___T0_LT_MG_19____AT_LT_MG_19____Auto_Testing__19____Black____Performing_this_using_automation_scripts____1__1__1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__David_Leather_Jacket_jpg____Frugal_Automation____50___Better____Black_Rough____Cold_Store____New_Pasoori____Pasoori_2__","Adding a new Leather into the List. "
"passed","Fri Sep 08 13:35:55 IST 2023","Fri Sep 08 13:36:50 IST 2023","55168","","Test_08_Reporting","TestReporting","","","test_02_new_entry_6____Automation__Item_114____AT_IT_114____Vendor___2000___2023_09_08___10___Bad____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Sep 08 13:28:26 IST 2023","Fri Sep 08 13:29:23 IST 2023","56735","","Test_08_Reporting","TestReporting","","","test_01_new_entry_list_4____Automation__Item_112____AT_IT_112____Tamang_Suppliers___2000___2023_09_08___10___Excellent____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Sep 08 15:10:17 IST 2023","Fri Sep 08 15:10:48 IST 2023","31190","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_5___Product_Cat_11____Product_Cat_edit_11__","To verify edit Product Category. "
"passed","Fri Sep 08 12:26:54 IST 2023","Fri Sep 08 12:27:33 IST 2023","39551","","Test_06_Inventory","TestInventory","","","test_02_Add_newCategory_item_5___frugal_latido_com_np____Test_123_____Automation__Item_148____AT_IT_148____T0148____AT0148____Auto_Testing_148____Black____Performing_this_using_automation_scripts____1__1__0___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg___None___Frugal_Automation____50_","Selecting a new Category from Category Carousel "
"broken","Fri Sep 08 15:14:20 IST 2023","Fri Sep 08 15:14:24 IST 2023","3956","","Test_12_ProductCategory","TestProductCategory","","","test_05_edit_product_subcategory_4___Product_Cat_edit_10____Product_Sub_category_10____Sub_category__Edit__10__","To verify edit Product Sub-category. "
"failed","Fri Sep 08 15:11:11 IST 2023","Fri Sep 08 15:12:02 IST 2023","51221","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_1___Product_Cat_edit_07____E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_1_jpg____Product_Sub_category_07__","To verify Add new Product Sub-Category. "
"passed","Fri Sep 08 13:52:04 IST 2023","Fri Sep 08 13:52:40 IST 2023","36675","","Test_09_MemberManagement","TestMemberManagement","","","test_05_login_newMember_6___UserTest_102____Karigar____user_logintest_auto102___9800000038___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Sep 08 12:27:36 IST 2023","Fri Sep 08 12:28:14 IST 2023","38567","","Test_06_Inventory","TestInventory","","","test_02_Add_newCategory_item_6___frugal_latido_com_np____Test_123_____Automation__Item_149____AT_IT_149____T0149____AT0149____Auto_Testing_149____Black____Performing_this_using_automation_scripts____1__1__0___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Black_Plain_Jacket_jpg___None___Frugal_Automation____50_","Selecting a new Category from Category Carousel "
"passed","Fri Sep 08 13:40:12 IST 2023","Fri Sep 08 13:40:27 IST 2023","14815","","Test_09_MemberManagement","TestMemberManagement","","","test_01_Landing_memberManagement","Verify Landing Page."
"passed","Fri Sep 08 15:06:45 IST 2023","Fri Sep 08 15:06:57 IST 2023","12801","","Test_12_ProductCategory","TestProductCategory","","","test_01_verify_landingProduct_Category_page",""
"passed","Fri Sep 08 12:32:33 IST 2023","Fri Sep 08 12:33:20 IST 2023","47546","","Test_06_Inventory","TestInventory","","","test_03_restocking_item_6___frugal_latido_com_np____Test_123_____Automation__Item_149____AT_IT_149____Tamang_Suppliers___2000___2023_09_08___10___Bad____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Selecting a new Category and restocking the Items "
"passed","Fri Sep 08 13:46:09 IST 2023","Fri Sep 08 13:46:44 IST 2023","35464","","Test_09_MemberManagement","TestMemberManagement","","","test_04_reset_password_2___TestUser_91____Product_Manager____userPass_auto91___9800000026___Siliguri____Test_123____Changed_123__","Reset Password a user password after creation."
"passed","Fri Sep 08 14:53:06 IST 2023","Fri Sep 08 14:54:15 IST 2023","69244","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg____Leather_Management_17____LT_MG_17____This_is_from_an_automated_Script___for_Leather___17___1__None___T0_LT_MG_17____AT_LT_MG_17____Auto_Testing__17____Black____Performing_this_using_automation_scripts____1__1__1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__BikerJacket_jpg____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__David_Leather_Jacket_jpg____Frugal_Automation____50___Best____clean____Liquid____New_Type_Hide____cold_Touch__","Adding a new Leather into the List. "
"passed","Fri Sep 08 14:57:59 IST 2023","Fri Sep 08 14:59:10 IST 2023","71102","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_5___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg____Leather_Management_21____LT_MG_21____This_is_from_an_automated_Script___for_Leather___21___1__None___T0_LT_MG_21____AT_LT_MG_21____Auto_Testing__21____Black____Performing_this_using_automation_scripts____1__1__1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__David_Leather_Jacket_jpg____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__David_Leather_Jacket_jpg____Frugal_Automation____51___Best____clean____Liquid____New_Type_Hide____cold_Touch__","Adding a new Leather into the List. "
"passed","Fri Sep 08 13:44:13 IST 2023","Fri Sep 08 13:44:42 IST 2023","28814","","Test_09_MemberManagement","TestMemberManagement","","","test_03_edit_member_4___TestUser_94____Inventory_Manager____userEdit_auto94___9800000029___Siliguri____Test_123____TestUser_Edited__04____STOREMANAGER___9800000104_","Verify the edits are reflecting correctly after editing."
"passed","Fri Sep 08 14:37:30 IST 2023","Fri Sep 08 14:40:55 IST 2023","205456","","Test_10_ProductManagement","TestProductManagement","","","test_04_check_synchronization_5___E___POM_for_Bottle__webapp_automation__TestData__ProductManagement__sampleData__Brown_2__BrowN_Leather_Beta_01_jpg____TEST_SA_72____Qaseem_Ultimate____female___9___Outing____Silver____Silver___True__True___This_is_a_testing_mode_description____23_24_25_26_27_28_29_30_31_36____Green_Foil____XXXS_XXS_Extra_Small__XS_____5000__5000__5000____Silver_Foil_Sheep_Tumble__","Adding a new product into the List. "
"passed","Fri Sep 08 11:37:08 IST 2023","Fri Sep 08 11:38:00 IST 2023","51970","","Test_03_Order","TestOrder","","","test_03_create_order_store_5___frugal_latido_com_np____Test_123____Luigi__male_____Mahogany_Antique____41____Golden_Antique____Black____Yes____40____Comfort___8__7___34___11__5__9__12__46___7___5_6___Test_003___20000__1000___101012__","Create a New Order for store"
"passed","Fri Sep 08 11:12:40 IST 2023","Fri Sep 08 11:12:54 IST 2023","14402","","Test_02_Dashboard","TestDashboard","","","test_dashboard_05_active_user","Checking Active User Tiles"
"passed","Fri Sep 08 14:19:40 IST 2023","Fri Sep 08 14:21:20 IST 2023","100077","","Test_10_ProductManagement","TestProductManagement","","","test_02_add_new_product_4___E___POM_for_Bottle__webapp_automation__TestData__ProductManagement__sampleData__Brown_Leather__Brown_Leather_01_jpg____TEST_A_83____Alpha_Ultimate____male___8___Party____Silver____Golden_Antique___False__False___This_is_a_testing_mode_description____23_24_25_26_27_28_29_30_31_35____Mahogany_Antique____XXXS_XXS_Extra_Small__XS_____5000__5000__5000____Tobacco_Brown_New_Zealand_Sheep__","Adding a new product into the List. "
"passed","Fri Sep 08 11:39:07 IST 2023","Fri Sep 08 11:40:13 IST 2023","65802","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_2___frugal_latido_com_np____Test_123____9813670780____male____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_09_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Sep 08 11:03:20 IST 2023","Fri Sep 08 11:03:32 IST 2023","11783","","Test_01_Login","TestLogin","","","test_login_with_empty_userid_fields_3__None___Test_3543__","Login With Incorrect Username"
"passed","Fri Sep 08 13:41:31 IST 2023","Fri Sep 08 13:41:51 IST 2023","19573","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_4___UserTest_112____Inventory_Manager____user_testAuto112___9800000048___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Sep 08 13:49:20 IST 2023","Fri Sep 08 13:49:57 IST 2023","37266","","Test_09_MemberManagement","TestMemberManagement","","","test_05_login_newMember_2___UserTest_98____Product_Manager____user_logintest_auto98___9800000034___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Sep 08 12:25:30 IST 2023","Fri Sep 08 12:26:10 IST 2023","40131","","Test_06_Inventory","TestInventory","","","test_02_Add_newCategory_item_3___frugal_latido_com_np____Test_123_____Automation__Item_146____AT_IT_146____T0146____AT0146____Auto_Testing_146____Black____Performing_this_using_automation_scripts____1__1__0___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__brown_Plain_Jacket_jpg___None___Frugal_Automation____50_","Selecting a new Category from Category Carousel "
"passed","Fri Sep 08 11:11:30 IST 2023","Fri Sep 08 11:12:04 IST 2023","33459","","Test_02_Dashboard","TestDashboard","","","test_dashboard_02_totalOrder","Checking Total Order Tiles"
"passed","Fri Sep 08 13:45:21 IST 2023","Fri Sep 08 13:46:06 IST 2023","45604","","Test_09_MemberManagement","TestMemberManagement","","","test_04_reset_password_1___TestUser_90____Store_Manager____userPass_auto90___9800000025___Siliguri____Test_123____Changed_123__","Reset Password a user password after creation."
"passed","Fri Sep 08 14:52:53 IST 2023","Fri Sep 08 14:53:06 IST 2023","12199","","Test_11_LeatherManagement","TestLeatherManagement","","","test_01_verify_leatherManagement_page","To verify Leather Management page. "
"passed","Fri Sep 08 13:41:09 IST 2023","Fri Sep 08 13:41:29 IST 2023","20048","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_3___UserTest_111____Factory_Manager____user_testAuto111___9800000047___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Sep 08 11:40:15 IST 2023","Fri Sep 08 11:41:18 IST 2023","63603","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_3___frugal_latido_com_np____Test_123____9860838856____female____Lucha__male_____Mahogany_Antique____40____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___General_Fit____Test_003____2023_09_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Sep 08 15:06:57 IST 2023","Fri Sep 08 15:07:14 IST 2023","16292","","Test_12_ProductCategory","TestProductCategory","","","test_02_add_new_product_category_1___E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_1_jpg____Product_Cat_07__","To verify Add new Product Category. "
"passed","Fri Sep 08 11:00:56 IST 2023","Fri Sep 08 11:01:07 IST 2023","11100","","Test_01_Login","TestLogin","","","test_LoginUnsuccessful_4___rohit13_latido_com_np____Test_124__","Login Unsuccessfully"
"failed","Fri Sep 08 12:11:55 IST 2023","Fri Sep 08 12:12:24 IST 2023","28661","","Test_05_InventDashboard","TestInventDashboard","","","test_get_inventDash_details","Checking Dashboard data"
"passed","Fri Sep 08 15:12:31 IST 2023","Fri Sep 08 15:12:50 IST 2023","18943","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_4___Product_Cat_edit_10____E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_1_jpg____Product_Sub_category_10__","To verify Add new Product Sub-Category. "
"passed","Fri Sep 08 13:27:30 IST 2023","Fri Sep 08 13:28:24 IST 2023","54196","","Test_08_Reporting","TestReporting","","","test_01_new_entry_list_3____Automation__Item_111____AT_IT_111____Mulchand___Sons___2000___2023_09_08___10___Bad____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Sep 08 11:44:44 IST 2023","Fri Sep 08 11:45:49 IST 2023","64478","","Test_03_Order","TestOrder","","","test_05_check_order_synchronization_for_Store_2___frugal_latido_com_np____Test_123____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40____Skin_Tight___8__7___34___11__5__9__12__46___7___5_6___Test_003___20000__1000___101012__","Checking Order synchronization after creating a New Order for store"
"passed","Fri Sep 08 11:38:02 IST 2023","Fri Sep 08 11:39:05 IST 2023","62975","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_1___frugal_latido_com_np____Test_123____9860838855____female____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_09_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Sep 08 11:03:34 IST 2023","Fri Sep 08 11:03:44 IST 2023","10495","","Test_01_Login","TestLogin","","","test_login_with_empty_userid_fields_4__None___Test_5263__","Login With Incorrect Username"
"passed","Fri Sep 08 15:00:56 IST 2023","Fri Sep 08 15:01:10 IST 2023","14094","","Test_11_LeatherManagement","TestLeatherManagement","","","test_03_check_synchronization_3___LT_MG_18____good____Smooth____NewTest_add____New_Pasoori____Smooth___Touch__","verification of newly created Leather into the List. "
"passed","Fri Sep 08 11:59:12 IST 2023","Fri Sep 08 11:59:34 IST 2023","22140","","Test_04_TrackOrder","TestTrackOrder","","","test_check_input_4__22__False_","Checking Input in Track Order"
"broken","Fri Sep 08 15:08:34 IST 2023","Fri Sep 08 15:09:09 IST 2023","34524","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_1___Product_Cat_07____Product_Cat_edit_07__","To verify edit Product Category. "
"passed","Fri Sep 08 13:40:49 IST 2023","Fri Sep 08 13:41:07 IST 2023","18088","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_2___UserTest_110____Product_Manager____user_testAuto110___9800000046___Siliguri____Test_123__","Verify Create New User."
