"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 06 10:53:05 IST 2023","Fri Oct 06 10:53:17 IST 2023","12006","","Test_01_Login","TestLogin","","","test_02_LoginUnsuccessful_4___rohit13_latido_com_np____Test_124__","Login Unsuccessfully"
"passed","Fri Oct 06 10:58:27 IST 2023","Fri Oct 06 10:58:58 IST 2023","31148","","Test_02_Dashboard","TestDashboard","","","test_dashboard_01_totalUser","Checking Total User Tiles"
"passed","Fri Oct 06 12:26:12 IST 2023","Fri Oct 06 12:27:16 IST 2023","64174","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_5___frugal_latido_com_np____Test_123___9881012193___abced_Test_193____testuser293_mail_com____2023_05_29____Siliguri____female____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_10_29___100900_","Create an Order for new Customer "
"passed","Fri Oct 06 13:56:50 IST 2023","Fri Oct 06 13:57:38 IST 2023","47808","","Test_06_Inventory","TestInventory","","","test_03_restocking_item_4___frugal_latido_com_np____Test_123___0___Metal_Buckle_004____MB_IT_004____Tamang_Suppliers___2000___2023_10_06___10___Excellent____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Selecting a new Category and restocking the Items "
"passed","Fri Oct 06 14:31:29 IST 2023","Fri Oct 06 14:32:18 IST 2023","49053","","Test_08_Reporting","TestReporting","","","test_02_new_entry_2__0___Zipper_004____ZP_IT_004____AKM_Leather___2000___2023_10_06___10___Good____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Oct 06 14:06:02 IST 2023","Fri Oct 06 14:06:33 IST 2023","31011","","Test_07_Vendor","TestVendors","","","test_01_landing",""
"passed","Fri Oct 06 15:08:53 IST 2023","Fri Oct 06 15:09:33 IST 2023","39513","","Test_10_ProductManagement","TestProductManagement","","","Add a new Product","Adding a new product into the List. "
"passed","Fri Oct 06 12:37:27 IST 2023","Fri Oct 06 12:38:34 IST 2023","66334","","Test_03_Order","TestOrder","","","test_05_check_order_synchronization_for_Store_1___frugal_latido_com_np____Test_123____Ek__male_____Black_Sheep____38____Silver____Black____No____40____Fit___8__7___33___11__5__9__12__46___6___5_6___Test_002___20000__1000___101011__","Checking Order synchronization after creating a New Order for store"
"passed","Fri Oct 06 14:34:59 IST 2023","Fri Oct 06 14:35:19 IST 2023","19714","","Test_08_Reporting","TestReporting","","","test_landing","Verify Landing on Reporting Page."
"passed","Fri Oct 06 12:40:49 IST 2023","Fri Oct 06 12:41:52 IST 2023","63153","","Test_03_Order","TestOrder","","","test_05_check_order_synchronization_for_Store_4___frugal_latido_com_np____Test_123____Luigi__male_____Pink_Foil____41____Golden_Antique____Black____Yes____40____Comfort___8__7___33___11__5__9__12__46___6___5_6___Test_002___20000__1000___101011__","Checking Order synchronization after creating a New Order for store"
"passed","Fri Oct 06 16:36:50 IST 2023","Fri Oct 06 16:37:16 IST 2023","25256","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_6___Product_Cat_edit_30____E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_3_jpg____Product_Sub_category_30__","To verify Add new Product Sub-Category. "
"passed","Fri Oct 06 14:15:19 IST 2023","Fri Oct 06 14:15:58 IST 2023","38883","","Test_07_Vendor","TestVendors","","","test_04_delete_vendor_2___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor2_jpg____AT_DEL_171____Delete_Vendor_171____vendor1_mail_com___9800001026___Auomator2____Siliguri____This_is_an_Automated_generated_descriptions____Tester_2____Siliguri___9800002011___test_mail_com__","Deleting a Vendor"
"passed","Fri Oct 06 11:25:59 IST 2023","Fri Oct 06 11:27:11 IST 2023","71536","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_2___frugal_latido_com_np____Test_123___9881012185___abced_Test_185____testuser285_mail_com____2023_05_29____Siliguri____female____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_10_29___100900_","Create an Order for new Customer "
"passed","Fri Oct 06 12:21:44 IST 2023","Fri Oct 06 12:22:52 IST 2023","67661","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_1___frugal_latido_com_np____Test_123___9881012189___abced_Test_189____testuser289_mail_com____2023_05_29____Siliguri____male____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_10_29___100900_","Create an Order for new Customer "
"passed","Fri Oct 06 16:37:45 IST 2023","Fri Oct 06 16:38:11 IST 2023","26314","","Test_12_ProductCategory","TestProductCategory","","","test_05_edit_product_subcategory_2___Product_Cat_edit_26____Product_Sub_category_26____Sub_category__Edit__26__","To verify edit Product Sub-category. "
"passed","Fri Oct 06 12:31:48 IST 2023","Fri Oct 06 12:32:55 IST 2023","67407","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_1___frugal_latido_com_np____Test_123____9860838855____female____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_10_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Oct 06 16:35:55 IST 2023","Fri Oct 06 16:36:22 IST 2023","26533","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_4___Product_Cat_edit_28____E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_1_jpg____Product_Sub_category_28__","To verify Add new Product Sub-Category. "
"passed","Fri Oct 06 14:12:49 IST 2023","Fri Oct 06 14:13:41 IST 2023","52182","","Test_07_Vendor","TestVendors","","","test_03_edit_vendor_4___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____AT_EDT_149____Auto_Vendor_edit_149____vendor1_mail_com___9800001029___Auomator4____Siliguri____This_is_an_Automated_generated_descriptions____Tester_4____Siliguri___9800002013___test_mail_com____Auto_Vendor_edited__04____vendor_edit01_mail_com___9800000203_","Editing a Vendor details"
"passed","Fri Oct 06 14:29:43 IST 2023","Fri Oct 06 14:30:34 IST 2023","50925","","Test_08_Reporting","TestReporting","","","test_01_new_entry_list_5__0___Button_004____BT_IT_004____Silver_Zipper_Supplier___2000___2023_10_06___10___Good____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Oct 06 14:22:40 IST 2023","Fri Oct 06 14:23:45 IST 2023","65303","","Test_07_Vendor","TestVendors","","","test_05_sync_vendor_5___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor2_jpg____TE_VE_IN_134____Del_Vendor_134____vendor1_mail_com___9800001024___Auomator5____Siliguri____This_is_an_Automated_generated_descriptions____Tester_5____Siliguri___9800002014___test_mail_com___0___Button_004____BT_IT_004___2004___2023_05_23___10___Excellent____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Checking Synchronization of a Vendor after creating a new one "
"passed","Fri Oct 06 13:41:36 IST 2023","Fri Oct 06 13:41:57 IST 2023","20736","","Test_05_InventDashboard","TestInventDashboard","","","test_get_vendor_rpt","Comparing Dashboard data with List data for Vendors"
"passed","Fri Oct 06 10:55:47 IST 2023","Fri Oct 06 10:55:57 IST 2023","9523","","Test_01_Login","TestLogin","","","test_05_login_with_empty_password_fields_4___rohit13_latido_com_np___None_","Login With Incorrect Username"
"passed","Fri Oct 06 16:34:13 IST 2023","Fri Oct 06 16:34:33 IST 2023","19904","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_6___Product_Cat_30____Product_Cat_edit_30__","To verify edit Product Category. "
"passed","Fri Oct 06 13:55:59 IST 2023","Fri Oct 06 13:56:48 IST 2023","48957","","Test_06_Inventory","TestInventory","","","test_03_restocking_item_3___frugal_latido_com_np____Test_123___0___Zip_004____Z_IT_004____Mulchand___Sons___2000___2023_10_06___10___Bad____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Selecting a new Category and restocking the Items "
"passed","Fri Oct 06 10:54:43 IST 2023","Fri Oct 06 10:54:53 IST 2023","10147","","Test_01_Login","TestLogin","","","test_04_login_with_empty_userid_fields_3__None___Test_3543__","Login With Incorrect Username"
"passed","Fri Oct 06 10:59:54 IST 2023","Fri Oct 06 11:00:09 IST 2023","15112","","Test_02_Dashboard","TestDashboard","","","test_dashboard_04_totalPending","Checking Total Pending Tiles"
"passed","Fri Oct 06 16:32:41 IST 2023","Fri Oct 06 16:33:02 IST 2023","20634","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_2___Product_Cat_26____Product_Cat_edit_26__","To verify edit Product Category. "
"passed","Fri Oct 06 14:38:19 IST 2023","Fri Oct 06 14:38:44 IST 2023","24772","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_5___UserTest_131____Order_Manager____user_testAuto131___9800000061___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Oct 06 12:43:30 IST 2023","Fri Oct 06 12:43:56 IST 2023","26651","","Test_03_Order","TestOrder","","","test_06_Search_functionality_2___frugal_latido_com_np____Test_123____220____Exemplar__male_____Bronze_Mist_Antique____Golden_Antique____Black____Yes__","Search and verify item"
"passed","Fri Oct 06 11:10:35 IST 2023","Fri Oct 06 11:11:29 IST 2023","54314","","Test_03_Order","TestOrder","","","test_01_create_order_customer_3___frugal_latido_com_np____Test_123____9860838856____female____Lucha__male_____Mahogany_Antique____40____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___General_Fit____Test_003____2023_10_29___100900_","Create an Order for existing Customer "
"passed","Fri Oct 06 16:26:50 IST 2023","Fri Oct 06 16:27:57 IST 2023","67074","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_5___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Leather_sheet_jpg____Leather_Management_36____LT_MG_36____This_is_from_an_automated_Script___for_Leather___26___1__None___T0_LT_MG_36____AT_LT_MG_36____Auto_Testing__36____Black____Performing_this_using_automation_scripts____1__1__1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Leather_sheet_jpg____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__3D_LeatherImage_jpg____Frugal_Automation____51___Best____clean____Liquid____New_Type_Hide____cold_Touch__","Adding a new Leather into the List. "
"passed","Fri Oct 06 10:51:16 IST 2023","Fri Oct 06 10:51:35 IST 2023","19117","","Test_01_Login","TestLogin","","","test_01_LoginSuccessful_1___frugal_latido_com_np____Test_123__","Login Successfully"
"passed","Fri Oct 06 12:29:07 IST 2023","Fri Oct 06 12:29:59 IST 2023","51804","","Test_03_Order","TestOrder","","","test_03_create_order_store_3___frugal_latido_com_np____Test_123____Lucha__male_____Mahogany_Antique____40____Silver____Black____No____40____General_Fit___8__7___35___11__5__9__12__46___8___5_6___Test_004___20000__1000___101013__","Create a New Order for store"
"passed","Fri Oct 06 10:53:48 IST 2023","Fri Oct 06 10:53:59 IST 2023","10801","","Test_01_Login","TestLogin","","","test_03_login_Unsuccessful_with_invalid_username_3___frugal_latido_com____Test_1824__","Login With Invalid Username"
"passed","Fri Oct 06 16:33:51 IST 2023","Fri Oct 06 16:34:11 IST 2023","20273","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_5___Product_Cat_29____Product_Cat_edit_29__","To verify edit Product Category. "
"passed","Fri Oct 06 10:54:28 IST 2023","Fri Oct 06 10:54:40 IST 2023","12042","","Test_01_Login","TestLogin","","","test_04_login_with_empty_userid_fields_2__None___Test_1823__","Login With Incorrect Username"
"passed","Fri Oct 06 16:30:59 IST 2023","Fri Oct 06 16:31:14 IST 2023","14819","","Test_12_ProductCategory","TestProductCategory","","","test_02_add_new_product_category_2___E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_2_jpg____Product_Cat_26__","To verify Add new Product Category. "
"passed","Fri Oct 06 13:48:00 IST 2023","Fri Oct 06 13:48:23 IST 2023","23117","","Test_06_Inventory","TestInventory","","","test_01_Add_newCategory_2___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Zipper_jpg____Zipper_004____ZP_IT_004____This_is_from_an_automated_Script__04____0___Box__","Create a new Category from Add button "
"passed","Fri Oct 06 13:47:36 IST 2023","Fri Oct 06 13:48:00 IST 2023","24174","","Test_06_Inventory","TestInventory","","","test_01_Add_newCategory_1___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Leather_sheet_jpg____Leather_Sheet_04____LT_SH_004____This_is_from_an_automated_Script___for_Leather___04___1__None_","Create a new Category from Add button "
"passed","Fri Oct 06 13:37:22 IST 2023","Fri Oct 06 13:37:44 IST 2023","21781","","Test_04_TrackOrder","TestTrackOrder","","","test_check_input_3__25__False_","Checking Input in Track Order"
"passed","Fri Oct 06 14:13:43 IST 2023","Fri Oct 06 14:14:37 IST 2023","53163","","Test_07_Vendor","TestVendors","","","test_03_edit_vendor_5___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor2_jpg____AT_EDT_150____Auto_Vendor_edit_150____vendor1_mail_com___9800001030___Auomator5____Siliguri____This_is_an_Automated_generated_descriptions____Tester_5____Siliguri___9800002014___test_mail_com____Auto_Vendor_edited__05____vendor_edit01_mail_com___9800000204_","Editing a Vendor details"
"passed","Fri Oct 06 14:19:11 IST 2023","Fri Oct 06 14:20:19 IST 2023","67724","","Test_07_Vendor","TestVendors","","","test_05_sync_vendor_2___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor2_jpg____TE_VE_IN_131____Del_Vendor_131____vendor1_mail_com___9800001021___Auomator2____Siliguri____This_is_an_Automated_generated_descriptions____Tester_2____Siliguri___9800002011___test_mail_com___0___Zipper_004____ZP_IT_004___2001___2023_05_20___10___Excellent____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Checking Synchronization of a Vendor after creating a new one "
"passed","Fri Oct 06 16:30:24 IST 2023","Fri Oct 06 16:30:39 IST 2023","14863","","Test_12_ProductCategory","TestProductCategory","","","test_01_verify_landingProduct_Category_page",""
"passed","Fri Oct 06 14:08:41 IST 2023","Fri Oct 06 14:09:23 IST 2023","41826","","Test_07_Vendor","TestVendors","","","test_02_vendor_creation_4___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____AT_139____Auto_Vendor_139____vendor1_mail_com___9800001033___Auomator4____Siliguri____This_is_an_Automated_generated_descriptions____Tester_4____Siliguri___9800002013___test_mail_com__","Adding a new Vendor"
"passed","Fri Oct 06 16:39:40 IST 2023","Fri Oct 06 16:40:07 IST 2023","27203","","Test_12_ProductCategory","TestProductCategory","","","test_05_edit_product_subcategory_6___Product_Cat_edit_30____Product_Sub_category_30____Sub_category__Edit__30__","To verify edit Product Sub-category. "
"passed","Fri Oct 06 14:18:04 IST 2023","Fri Oct 06 14:19:09 IST 2023","65217","","Test_07_Vendor","TestVendors","","","test_05_sync_vendor_1___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____TE_VE_IN_130____Del_Vendor_130____vendor1_mail_com___9800001020___Auomator1____Siliguri____This_is_an_Automated_generated_descriptions____Tester_1____Siliguri___9800002010___test_mail_com___1___Leather_Sheet_04____LT_SH_004___2000___2023_05_19___10___Excellent____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Checking Synchronization of a Vendor after creating a new one "
"passed","Fri Oct 06 14:36:56 IST 2023","Fri Oct 06 14:37:21 IST 2023","25626","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_2___UserTest_128____Product_Manager____user_testAuto128___9800000058___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Oct 06 14:07:58 IST 2023","Fri Oct 06 14:08:39 IST 2023","40762","","Test_07_Vendor","TestVendors","","","test_02_vendor_creation_3___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor3_jpg____AT_138____Auto_Vendor_138____vendor1_mail_com___9800001032___Auomator3____Siliguri____This_is_an_Automated_generated_descriptions____Tester_3____Siliguri___9800002012___test_mail_com__","Adding a new Vendor"
"passed","Fri Oct 06 11:00:11 IST 2023","Fri Oct 06 11:00:25 IST 2023","14604","","Test_02_Dashboard","TestDashboard","","","test_dashboard_05_active_user","Checking Active User Tiles"
"passed","Fri Oct 06 14:47:10 IST 2023","Fri Oct 06 14:47:52 IST 2023","42213","","Test_09_MemberManagement","TestMemberManagement","","","test_05_login_newMember_3___UserTest_117____Factory_Manager____user_logintest_auto117___9800000047___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Oct 06 14:00:22 IST 2023","Fri Oct 06 14:00:51 IST 2023","28545","","Test_06_Inventory","TestInventory","","","test_04_search_item_3___frugal_latido_com_np____Test_123____Zip_004__","Searching the Items from the search and adding a new Item to it"
"passed","Fri Oct 06 14:41:39 IST 2023","Fri Oct 06 14:42:13 IST 2023","33847","","Test_09_MemberManagement","TestMemberManagement","","","test_03_edit_member_5___TestUser_110____Order_Manager____userEdit_auto110___9800000040___Siliguri____Test_123____TestUser_Edited__05____SUPERADMIN___9800000105_","Verify the edits are reflecting correctly after editing."
"passed","Fri Oct 06 13:55:12 IST 2023","Fri Oct 06 13:55:57 IST 2023","44915","","Test_06_Inventory","TestInventory","","","test_03_restocking_item_2___frugal_latido_com_np____Test_123___0___Zipper_004____ZP_IT_004____AKM_Leather___2000___2023_10_06___10___Good____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Selecting a new Category and restocking the Items "
"passed","Fri Oct 06 16:39:12 IST 2023","Fri Oct 06 16:39:38 IST 2023","26446","","Test_12_ProductCategory","TestProductCategory","","","test_05_edit_product_subcategory_5___Product_Cat_edit_29____Product_Sub_category_29____Sub_category__Edit__29__","To verify edit Product Sub-category. "
"passed","Fri Oct 06 13:49:15 IST 2023","Fri Oct 06 13:49:37 IST 2023","21874","","Test_06_Inventory","TestInventory","","","test_01_Add_newCategory_5___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Buttons_jpg____Button_004____BT_IT_004____This_is_from_an_automated_Script__04____0___Meter__","Create a new Category from Add button "
"passed","Fri Oct 06 14:20:21 IST 2023","Fri Oct 06 14:21:28 IST 2023","67407","","Test_07_Vendor","TestVendors","","","test_05_sync_vendor_3___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor3_jpg____TE_VE_IN_132____Del_Vendor_132____vendor1_mail_com___9800001022___Auomator3____Siliguri____This_is_an_Automated_generated_descriptions____Tester_3____Siliguri___9800002012___test_mail_com___0___Zip_004____Z_IT_004___2002___2023_05_21___10___Excellent____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Checking Synchronization of a Vendor after creating a new one "
"passed","Fri Oct 06 14:36:28 IST 2023","Fri Oct 06 14:36:53 IST 2023","25627","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_1___UserTest_127____Store_Manager____user_testAuto127___9800000057___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Oct 06 12:28:12 IST 2023","Fri Oct 06 12:29:05 IST 2023","53019","","Test_03_Order","TestOrder","","","test_03_create_order_store_2___frugal_latido_com_np____Test_123____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40____Skin_Tight___8__7___34___11__5__9__12__46___7___5_6___Test_003___20000__1000___101012__","Create a New Order for store"
"passed","Fri Oct 06 14:42:15 IST 2023","Fri Oct 06 14:42:55 IST 2023","39940","","Test_09_MemberManagement","TestMemberManagement","","","test_04_reset_password_1___TestUser_105____Store_Manager____userPass_auto105___9800000035___Siliguri____Test_123____Changed_123__","Reset Password a user password after creation."
"passed","Fri Oct 06 10:55:35 IST 2023","Fri Oct 06 10:55:45 IST 2023","10133","","Test_01_Login","TestLogin","","","test_05_login_with_empty_password_fields_3___rohit13_latido_com_np___None_","Login With Incorrect Username"
"passed","Fri Oct 06 14:32:20 IST 2023","Fri Oct 06 14:33:13 IST 2023","52638","","Test_08_Reporting","TestReporting","","","test_02_new_entry_3__0___Zip_004____Z_IT_004____Mulchand___Sons___2000___2023_10_06___10___Bad____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Oct 06 14:06:33 IST 2023","Fri Oct 06 14:07:13 IST 2023","39975","","Test_07_Vendor","TestVendors","","","test_02_vendor_creation_1___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____AT_136____Auto_Vendor_136____vendor1_mail_com___9800001030___Auomator1____Siliguri____This_is_an_Automated_generated_descriptions____Tester_1____Siliguri___9800002010___test_mail_com__","Adding a new Vendor"
"passed","Fri Oct 06 10:52:37 IST 2023","Fri Oct 06 10:52:48 IST 2023","11022","","Test_01_Login","TestLogin","","","test_02_LoginUnsuccessful_2___frugal_latido_com_np____Test_1823__","Login Unsuccessfully"
"passed","Fri Oct 06 15:07:32 IST 2023","Fri Oct 06 15:08:08 IST 2023","35918","","Test_10_ProductManagement","TestProductManagement","","","Add a new Product","Adding a new product into the List. "
